stem_path,match_key,score,tags
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blame It on Me_(Vocals).flac,blame it on me,1.000,folk-modern; lifts-mood; vocal-prominent; instant-impact; warm-up; crowd-pleaser; mainstream-crossover; warm-analog; layer-friendly; anchor-track; sing-along-potential; key-adaptable; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blame It on Me_(Instrumental).flac,blame it on me,1.000,folk-modern; lifts-mood; vocal-prominent; instant-impact; warm-up; crowd-pleaser; mainstream-crossover; warm-analog; layer-friendly; anchor-track; sing-along-potential; key-adaptable; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blood On The Leaves_(Vocals).flac,blood on the leaves ( ( )),0.788,hip-hop-experimental; emotional-depth; wildcard; vocal-prominent; cultural-moment; drop-heavy; gritty-texture; emotional-rollercoaster; peak-moment; attention-grabber; breakdown-rich; genre-crossover; head-nodder; dense-production; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blood On The Leaves_(Instrumental).flac,blood on the leaves ( ( )),0.788,hip-hop-experimental; emotional-depth; wildcard; vocal-prominent; cultural-moment; drop-heavy; gritty-texture; emotional-rollercoaster; peak-moment; attention-grabber; breakdown-rich; genre-crossover; head-nodder; dense-production; contemporary-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blossom_(Vocals).flac,blossom,1.000,rock-indie; folk-modern; body-mover; contemporary-classic; layer-friendly; warm-analog; indie-cred; lifts-mood; vocal-prominent; sing-along-potential; melodic-overlay; breakdown-rich; rhythmic-hypnosis
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blossom_(Instrumental).flac,blossom,1.000,rock-indie; folk-modern; body-mover; contemporary-classic; layer-friendly; warm-analog; indie-cred; lifts-mood; vocal-prominent; sing-along-potential; melodic-overlay; breakdown-rich; rhythmic-hypnosis
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blow My High (Members Only)_(Vocals).flac,blow my high (members only),1.000,hip-hop-conscious; nostalgic-hit; head-nodder; vocal-prominent; gritty-texture; cultural-moment; warm-up; beatmatched-friendly; rhythmic-foundation; adds-depth; sustainer; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blue Ridge Mountains_(Vocals).flac,blue ridge mountains,1.000,emotional-depth; textural-beauty; vocal-magic; harmony-rich; warm-analog; lush; folk-modern; timeless-classic; indie-cred; slow-burn; sunrise; texture-add; layer-friendly; non-danceable-standalone; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blow My High (Members Only)_(Instrumental).flac,blow my high (members only),1.000,hip-hop-conscious; nostalgic-hit; head-nodder; vocal-prominent; gritty-texture; cultural-moment; warm-up; beatmatched-friendly; rhythmic-foundation; adds-depth; sustainer; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Blue Ridge Mountains_(Instrumental).flac,blue ridge mountains,1.000,emotional-depth; textural-beauty; vocal-magic; harmony-rich; warm-analog; lush; folk-modern; timeless-classic; indie-cred; slow-burn; sunrise; texture-add; layer-friendly; non-danceable-standalone; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bohemian Rhapsody_(Vocals).flac,bohemian rhapsody ( ),0.808,timeless-classic; emotional-rollercoaster; harmonic-surprise; vocal-magic; anchor-track; peak-moment; generational-bridge; sing-along-potential; lush; dynamic; breakdown-rich; genre-crossover; energy-weaver
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bohemian Rhapsody_(Instrumental).flac,bohemian rhapsody ( ),0.808,timeless-classic; emotional-rollercoaster; harmonic-surprise; vocal-magic; anchor-track; peak-moment; generational-bridge; sing-along-potential; lush; dynamic; breakdown-rich; genre-crossover; energy-weaver
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BoJack's Theme (Full Length)_(Vocals).flac,bojack's theme (full length),1.000,genre-fluid; emotional-depth; nostalgic-hit; textural-beauty; instrumental; rhythmic-hypnosis; slow-burn; melodic-overlay; long-intro; spacious-mix; head-nodder; cultural-moment; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bomb Thrown_(Vocals).flac,bomb thrown,1.000,hip-hop-conscious; nostalgic-hit; gritty-texture; vocal-prominent; head-nodder; rhythmic-foundation; attention-grabber; beatmatched-friendly; energy-injector; crowd-pleaser; punchy-dynamics; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BoJack's Theme (Full Length)_(Instrumental).flac,bojack's theme (full length),1.000,genre-fluid; emotional-depth; nostalgic-hit; textural-beauty; instrumental; rhythmic-hypnosis; slow-burn; melodic-overlay; long-intro; spacious-mix; head-nodder; cultural-moment; layer-friendly
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bomb Thrown_(Instrumental).flac,bomb thrown,1.000,hip-hop-conscious; nostalgic-hit; gritty-texture; vocal-prominent; head-nodder; rhythmic-foundation; attention-grabber; beatmatched-friendly; energy-injector; crowd-pleaser; punchy-dynamics; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bongo Bong_(Vocals).flac,bongo bong,1.000,world-fusion; cultural-bridge; nostalgic-hit; vocal-prominent; warm-analog; sing-along-potential; lifts-mood; tempo-flexible; transition-tool; body-mover; timeless-classic; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bongo Bong_(Instrumental).flac,bongo bong,1.000,world-fusion; cultural-bridge; nostalgic-hit; vocal-prominent; warm-analog; sing-along-potential; lifts-mood; tempo-flexible; transition-tool; body-mover; timeless-classic; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Borderline_(Vocals).flac,borderline (blood orange ),0.522,sophisticated-groove; textural-beauty; emotional-depth; genre-crossover; retro-modern; warm-up; layer-friendly; breakdown-rich; slow-burn; rhythmic-hypnosis; vocal-magic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Borderline_(Instrumental).flac,borderline (blood orange ),0.522,sophisticated-groove; textural-beauty; emotional-depth; genre-crossover; retro-modern; warm-up; layer-friendly; breakdown-rich; slow-burn; rhythmic-hypnosis; vocal-magic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Both Of Us_(Vocals).flac,both of us ( ),0.783,electronic-dance; nostalgic-hit; euphoric-melody; vocal-magic; rhythmic-foundation; retro-modern; crowd-pleaser; instant-dancefloor; warm-analog; peak-time; layer-friendly; instant-impact
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Both Of Us_(Instrumental).flac,both of us ( ),0.783,electronic-dance; nostalgic-hit; euphoric-melody; vocal-magic; rhythmic-foundation; retro-modern; crowd-pleaser; instant-dancefloor; warm-analog; peak-time; layer-friendly; instant-impact
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bound 2_(Vocals).flac,bound 2 ( ( )),0.717,nostalgic-hit; vocal-magic; harmonic-surprise; wildcard; head-nodder; warm-analog; hip-hop-experimental; contemporary-classic; instant-impact; mashup-ready; crowd-pleaser; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bound 2_(Instrumental).flac,bound 2 ( ( )),0.717,nostalgic-hit; vocal-magic; harmonic-surprise; wildcard; head-nodder; warm-analog; hip-hop-experimental; contemporary-classic; instant-impact; mashup-ready; crowd-pleaser; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bowtie_(Vocals).flac,bowtie,1.000,hip-hop-experimental; sophisticated-groove; vocal-prominent; retro-modern; instant-impact; body-mover; punchy-dynamics; energy-injector; beatmatched-friendly; genre-crossover; crowd-pleaser; rhythmic-foundation; full-energy-start
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bowtie_(Instrumental).flac,bowtie,1.000,hip-hop-experimental; sophisticated-groove; vocal-prominent; retro-modern; instant-impact; body-mover; punchy-dynamics; energy-injector; beatmatched-friendly; genre-crossover; crowd-pleaser; rhythmic-foundation; full-energy-start
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BOY BYE_(Vocals).flac,boy bye,1.000,hip-hop-experimental; instant-impact; cultural-moment; full-energy-start; punchy-dynamics; indie-cred; lifts-mood; dense-production; attention-grabber; rhythmic-foundation; head-nodder; genre-crossover; gen-z-nostalgia
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BOY BYE_(Instrumental).flac,boy bye,1.000,hip-hop-experimental; instant-impact; cultural-moment; full-energy-start; punchy-dynamics; indie-cred; lifts-mood; dense-production; attention-grabber; rhythmic-foundation; head-nodder; genre-crossover; gen-z-nostalgia
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Boys Latin_(Vocals).flac,boys latin,1.000,pop-experimental; electronic-experimental; hypnotic-builder; retro-modern; loop-gold; vocal-chopped; indie-cred; rhythmic-hypnosis; lush; head-nodder; warm-up; layer-friendly; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Boys Latin_(Instrumental).flac,boys latin,1.000,pop-experimental; electronic-experimental; hypnotic-builder; retro-modern; loop-gold; vocal-chopped; indie-cred; rhythmic-hypnosis; lush; head-nodder; warm-up; layer-friendly; warm-analog
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brainless_(Vocals).flac,brainless,1.000,hip-hop-experimental; head-nodder; gritty-texture; vocal-prominent; creates-tension; attention-grabber; rhythmic-foundation; breakdown-rich; instant-impact; millennial-comfort; generational-bridge; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brainless_(Instrumental).flac,brainless,1.000,hip-hop-experimental; head-nodder; gritty-texture; vocal-prominent; creates-tension; attention-grabber; rhythmic-foundation; breakdown-rich; instant-impact; millennial-comfort; generational-bridge; punchy-dynamics
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Break My Stride_(Vocals).flac,break my stride ( ),0.803,nostalgic-hit; pop-sophisticated; instant-impact; vocal-prominent; crowd-pleaser; sing-along-potential; transition-tool; key-adaptable; warm-analog; punchy-dynamics; generational-bridge; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Break My Stride_(Instrumental).flac,break my stride ( ),0.803,nostalgic-hit; pop-sophisticated; instant-impact; vocal-prominent; crowd-pleaser; sing-along-potential; transition-tool; key-adaptable; warm-analog; punchy-dynamics; generational-bridge; timeless-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Breakfast In America_(Vocals).flac,breakfast in america ( ),0.814,nostalgic-hit; vocal-prominent; timeless-classic; boomer-classic; crowd-pleaser; sing-along-potential; rock-classic; instant-impact; warm-analog; anchor-track; generational-bridge; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Breakfast In America_(Instrumental).flac,breakfast in america ( ),0.814,nostalgic-hit; vocal-prominent; timeless-classic; boomer-classic; crowd-pleaser; sing-along-potential; rock-classic; instant-impact; warm-analog; anchor-track; generational-bridge; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Breezeblocks_(Vocals).flac,breezeblocks,1.000,rock-indie; rhythmic-hypnosis; vocal-magic; harmonic-surprise; generational-bridge; energy-shifter; crowd-pleaser; tempo-flexible; breakdown-rich; choppy; punchy-dynamics; wildcard; millennial-comfort; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Breezeblocks_(Instrumental).flac,breezeblocks,1.000,rock-indie; rhythmic-hypnosis; vocal-magic; harmonic-surprise; generational-bridge; energy-shifter; crowd-pleaser; tempo-flexible; breakdown-rich; choppy; punchy-dynamics; wildcard; millennial-comfort; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Broccoli (feat. Lil Yachty)_(Vocals).flac,broccoli (feat. lil yachty),1.000,hip-hop-experimental; mainstream-crossover; instant-impact; crowd-pleaser; head-nodder; vocal-prominent; punchy-dynamics; crisp-digital; lifts-mood; cultural-moment; mashup-ready; beatmatched-friendly; sing-along-potential; generational-bridge; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brooklyn (Owes The Charmer Under Me)_(Instrumental).flac,brooklyn (owes the charmer under me),1.000,rock-classic; jazz-influenced; sophisticated-groove; nostalgic-hit; timeless-classic; warm-analog; harmony-rich; adds-depth; cool-down; comedown; layer-friendly; subtle-nuance; emotional-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Broccoli (feat. Lil Yachty)_(Instrumental).flac,broccoli (feat. lil yachty),1.000,hip-hop-experimental; mainstream-crossover; instant-impact; crowd-pleaser; head-nodder; vocal-prominent; punchy-dynamics; crisp-digital; lifts-mood; cultural-moment; mashup-ready; beatmatched-friendly; sing-along-potential; generational-bridge; rhythmic-foundation
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brooklyn (Owes The Charmer Under Me)_(Vocals).flac,brooklyn (owes the charmer under me),1.000,rock-classic; jazz-influenced; sophisticated-groove; nostalgic-hit; timeless-classic; warm-analog; harmony-rich; adds-depth; cool-down; comedown; layer-friendly; subtle-nuance; emotional-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brother Sport_(Vocals).flac,brother sport,1.000,pop-experimental; rock-indie; euphoric-melody; energy-weaver; emotional-crescendo; harmony-rich; dense-production; wildcard; breakdown-rich; contemporary-classic; hands-up-moment; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Brother Sport_(Instrumental).flac,brother sport,1.000,pop-experimental; rock-indie; euphoric-melody; energy-weaver; emotional-crescendo; harmony-rich; dense-production; wildcard; breakdown-rich; contemporary-classic; hands-up-moment; loop-gold
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bubblin_(Vocals).flac,bubblin,1.000,hip-hop-experimental; genre-crossover; instant-impact; contemporary-classic; full-energy-start; punchy-dynamics; mainstream-crossover; energy-injector; crowd-pleaser; vocal-prominent; rhythmic-foundation; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bubblin_(Instrumental).flac,bubblin,1.000,hip-hop-experimental; genre-crossover; instant-impact; contemporary-classic; full-energy-start; punchy-dynamics; mainstream-crossover; energy-injector; crowd-pleaser; vocal-prominent; rhythmic-foundation; anchor-track
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Budapest_(Vocals).flac,budapest,1.000,folk-modern; lifts-mood; vocal-prominent; mainstream-crossover; warm-analog; layer-friendly; energy-sustainer; crowd-pleaser; short-intro; fade-outro; melodic-overlay; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Budapest_(Instrumental).flac,budapest,1.000,folk-modern; lifts-mood; vocal-prominent; mainstream-crossover; warm-analog; layer-friendly; energy-sustainer; crowd-pleaser; short-intro; fade-outro; melodic-overlay; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Build Me Up Buttercup_(Vocals).flac,build me up buttercup,1.000,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; sing-along-potential; instant-impact; crowd-pleaser; lifts-mood; mashup-ready; harmony-rich; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Build Me Up Buttercup_(Instrumental).flac,build me up buttercup,1.000,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; sing-along-potential; instant-impact; crowd-pleaser; lifts-mood; mashup-ready; harmony-rich; warm-up
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BULLETS_(Vocals).flac,bullets,1.000,sophisticated-groove; rhythmic-hypnosis; vocal-prominent; retro-modern; genre-crossover; body-mover; energy-sustainer; layer-friendly; punchy-dynamics; warm-up; filter-friendly; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/BULLETS_(Instrumental).flac,bullets,1.000,sophisticated-groove; rhythmic-hypnosis; vocal-prominent; retro-modern; genre-crossover; body-mover; energy-sustainer; layer-friendly; punchy-dynamics; warm-up; filter-friendly; mashup-ready
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bumps_(Vocals).flac,bumps,1.000,electronic-dance; rhythmic-foundation; punchy-dynamics; instant-dancefloor; beatmatched-friendly; body-mover; loop-gold; rhythmic-hypnosis; driving; crowd-pleaser; energy-injector; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bumps_(Instrumental).flac,bumps,1.000,electronic-dance; rhythmic-foundation; punchy-dynamics; instant-dancefloor; beatmatched-friendly; body-mover; loop-gold; rhythmic-hypnosis; driving; crowd-pleaser; energy-injector; breakdown-rich
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bunny Ain't No Kind Of Rider_(Vocals).flac,bunny ain't no kind of rider,1.000,rock-indie; pop-experimental; harmonic-surprise; vocal-magic; indie-cred; retro-modern; energy-shifter; bridge-element; body-mover; breakdown-rich; instant-impact; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Buona Sera_(Vocals).flac,buona sera ( ),0.783,nostalgic-hit; vocal-magic; sophisticated-groove; shuffle; warm-analog; timeless-classic; boomer-classic; crowd-pleaser; wildcard; lifts-mood; sing-along-potential; tempo-challenging; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bunny Ain't No Kind Of Rider_(Instrumental).flac,bunny ain't no kind of rider,1.000,rock-indie; pop-experimental; harmonic-surprise; vocal-magic; indie-cred; retro-modern; energy-shifter; bridge-element; body-mover; breakdown-rich; instant-impact; key-adaptable
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Buona Sera_(Instrumental).flac,buona sera ( ),0.783,nostalgic-hit; vocal-magic; sophisticated-groove; shuffle; warm-analog; timeless-classic; boomer-classic; crowd-pleaser; wildcard; lifts-mood; sing-along-potential; tempo-challenging; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bus Stop_(Vocals).flac,bus stop ( ),0.770,nostalgic-hit; vocal-prominent; harmony-rich; timeless-classic; boomer-classic; rock-classic; crowd-pleaser; short-intro; fade-outro; warm-analog; head-nodder; instant-impact; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Bus Stop_(Instrumental).flac,bus stop ( ),0.770,nostalgic-hit; vocal-prominent; harmony-rich; timeless-classic; boomer-classic; rock-classic; crowd-pleaser; short-intro; fade-outro; warm-analog; head-nodder; instant-impact; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Buttercup_(Vocals).flac,buttercup,1.000,pop-sophisticated; nostalgic-hit; vocal-magic; lo-fi; retro-modern; gen-z-nostalgia; instant-impact; sing-along-potential; layer-friendly; mashup-ready; head-nodder; attention-grabber; indie-cred
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Buttercup_(Instrumental).flac,buttercup,1.000,pop-sophisticated; nostalgic-hit; vocal-magic; lo-fi; retro-modern; gen-z-nostalgia; instant-impact; sing-along-potential; layer-friendly; mashup-ready; head-nodder; attention-grabber; indie-cred
/Volumes/T7 Shield/3000AD/alldj_stem_separated/C Jam Blues_(Vocals).flac,c jam blues,1.000,jazz-influenced; timeless-classic; instrumental; warm-analog; shuffle; head-nodder; rhythmic-foundation; layer-friendly; loop-gold; background-perfect; sustainer; lifts-mood
/Volumes/T7 Shield/3000AD/alldj_stem_separated/C Jam Blues_(Instrumental).flac,c jam blues,1.000,jazz-influenced; timeless-classic; instrumental; warm-analog; shuffle; head-nodder; rhythmic-foundation; layer-friendly; loop-gold; background-perfect; sustainer; lifts-mood
/Volumes/T7 Shield/3000AD/alldj_stem_separated/California Girls_(Vocals).flac,my girls,0.500,psychedelic-journey; textural-beauty; harmony-rich; retro-modern; indie-cred; hypnotic-builder; melodic-overlay; layer-friendly; atmospheric-wash; rock-indie; lifts-mood; mind-expanding; slow-burn-dance
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can of Worms_(Vocals).flac,can of worms,1.000,rock-psychedelic; nostalgic-hit; emotional-depth; textural-beauty; slow-burn; warm-analog; psychedelic-journey; set-opener; retro-modern; layer-friendly; long-intro; meditation-inducer; generational-bridge; sophisticated-groove
/Volumes/T7 Shield/3000AD/alldj_stem_separated/C.R.E.A.M. (Cash Rules Everything Around Me)_(Vocals).flac,c.r.e.a.m. (cash rules everything around me),1.000,nostalgic-hit; harmony-rich; vocal-magic; textural-beauty; timeless-classic; warm-analog; melodic-overlay; palate-cleanser; adds-depth; layer-friendly; slow-burn; vintage-revival
/Volumes/T7 Shield/3000AD/alldj_stem_separated/C.R.E.A.M. (Cash Rules Everything Around Me)_(Instrumental).flac,c.r.e.a.m. (cash rules everything around me),1.000,nostalgic-hit; harmony-rich; vocal-magic; textural-beauty; timeless-classic; warm-analog; melodic-overlay; palate-cleanser; adds-depth; layer-friendly; slow-burn; vintage-revival
/Volumes/T7 Shield/3000AD/alldj_stem_separated/California Girls_(Instrumental).flac,my girls,0.500,psychedelic-journey; textural-beauty; harmony-rich; retro-modern; indie-cred; hypnotic-builder; melodic-overlay; layer-friendly; atmospheric-wash; rock-indie; lifts-mood; mind-expanding; slow-burn-dance
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can I Kick It_(Vocals).flac,can i kick it,1.150,hip-hop-conscious; nostalgic-hit; timeless-classic; head-nodder; rhythmic-foundation; bridge-element; warm-analog; spoken-word; breakdown-rich; cultural-bridge; lifts-mood; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Call Me (feat. Maverick Sabre)_(Vocals).flac,call me (feat. maverick sabre),1.000,electronic-dance; genre-crossover; instant-impact; vocal-prominent; rhythmic-foundation; punchy-dynamics; retro-modern; energy-injector; crowd-pleaser; beatmatched-friendly; breakdown-rich; lifts-mood; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Call Me (feat. Maverick Sabre)_(Instrumental).flac,call me (feat. maverick sabre),1.000,electronic-dance; genre-crossover; instant-impact; vocal-prominent; rhythmic-foundation; punchy-dynamics; retro-modern; energy-injector; crowd-pleaser; beatmatched-friendly; breakdown-rich; lifts-mood; body-mover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can I Kick It_(Instrumental).flac,can i kick it,1.150,hip-hop-conscious; nostalgic-hit; timeless-classic; head-nodder; rhythmic-foundation; bridge-element; warm-analog; spoken-word; breakdown-rich; cultural-bridge; lifts-mood; crowd-pleaser
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can I Watch  (feat. Apani B as Nikki)_(Vocals).flac,can i watch (,1.150,hip-hop-conscious; lo-fi; gritty-texture; vocal-prominent; head-nodder; nostalgic-hit; gen-x-wisdom; rhythmic-foundation; loop-gold; maintains-vibe; sustainer; cultural-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can of Worms_(Instrumental).flac,can of worms,1.000,rock-psychedelic; nostalgic-hit; emotional-depth; textural-beauty; slow-burn; warm-analog; psychedelic-journey; set-opener; retro-modern; layer-friendly; long-intro; meditation-inducer; generational-bridge; sophisticated-groove
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can I Watch  (feat. Apani B as Nikki)_(Instrumental).flac,can i watch (,1.150,hip-hop-conscious; lo-fi; gritty-texture; vocal-prominent; head-nodder; nostalgic-hit; gen-x-wisdom; rhythmic-foundation; loop-gold; maintains-vibe; sustainer; cultural-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can’t Keep Checking My Phone_(Vocals).flac,can’t keep checking my phone,1.000,rock-psychedelic; textural-beauty; euphoric-melody; nostalgic-hit; sophisticated-groove; retro-modern; emotional-depth; warm-analog; layer-friendly; crowd-pleaser; indie-cred; peak-time; instant-dancefloor; millennial-comfort; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can't Hold Us (feat. Ray Dalton)_(Vocals).flac,can't hold us (feat. ray dalton),1.000,euphoric-melody; vocal-magic; instant-impact; peak-time; crowd-pleaser; sing-along-potential; mainstream-crossover; genre-crossover; punchy-dynamics; mashup-ready; full-energy-start; vocal-prominent; instant-dancefloor; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can't Hold Us (feat. Ray Dalton)_(Instrumental).flac,can't hold us (feat. ray dalton),1.000,euphoric-melody; vocal-magic; instant-impact; peak-time; crowd-pleaser; sing-along-potential; mainstream-crossover; genre-crossover; punchy-dynamics; mashup-ready; full-energy-start; vocal-prominent; instant-dancefloor; energy-injector
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can't Take My Eyes off You_(Vocals).flac,can t take my eyes off you (lp ),0.937,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; sing-along-potential; crowd-pleaser; wildcard; emotional-rollercoaster; warm-analog; lush; fade-outro; mashup-ready; bridge-element
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can’t Keep Checking My Phone_(Instrumental).flac,can’t keep checking my phone,1.000,rock-psychedelic; textural-beauty; euphoric-melody; nostalgic-hit; sophisticated-groove; retro-modern; emotional-depth; warm-analog; layer-friendly; crowd-pleaser; indie-cred; peak-time; instant-dancefloor; millennial-comfort; genre-crossover
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Canal St_(Vocals).flac,canal st,1.150,hip-hop-experimental; gritty-texture; head-nodder; rhythmic-foundation; emotional-depth; energy-sustainer; breakdown-rich; creates-tension; slow-burn; vocal-prominent; key-adaptable; bridge-element; cultural-moment; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Can't Take My Eyes off You_(Instrumental).flac,can t take my eyes off you (lp ),0.937,nostalgic-hit; vocal-magic; timeless-classic; boomer-classic; sing-along-potential; crowd-pleaser; wildcard; emotional-rollercoaster; warm-analog; lush; fade-outro; mashup-ready; bridge-element
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Canal St_(Instrumental).flac,canal st,1.150,hip-hop-experimental; gritty-texture; head-nodder; rhythmic-foundation; emotional-depth; energy-sustainer; breakdown-rich; creates-tension; slow-burn; vocal-prominent; key-adaptable; bridge-element; cultural-moment; generational-bridge
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Canyons Sunrise Reprise_(Vocals).flac,canyons sunrise reprise,1.000,psychedelic-journey; textural-beauty; rock-psychedelic; retro-modern; vocal-minimal; long-intro; layer-friendly; meditation-inducer; experimental; energy-weaver; indie-cred
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Care Of Cell 44_(Vocals).flac,care of cell 44,1.000,nostalgic-hit; euphoric-melody; harmonic-surprise; vocal-magic; harmony-rich; timeless-classic; lifts-mood; instant-impact; set-opener; layer-friendly; warm-analog; rock-classic; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Canyons Sunrise Reprise_(Instrumental).flac,canyons sunrise reprise,1.000,psychedelic-journey; textural-beauty; rock-psychedelic; retro-modern; vocal-minimal; long-intro; layer-friendly; meditation-inducer; experimental; energy-weaver; indie-cred
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Care Of Cell 44_(Instrumental).flac,care of cell 44,1.000,nostalgic-hit; euphoric-melody; harmonic-surprise; vocal-magic; harmony-rich; timeless-classic; lifts-mood; instant-impact; set-opener; layer-friendly; warm-analog; rock-classic; boomer-classic
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Carry That Weight_(Vocals).flac,carry that weight ( ),0.808,rock-classic; nostalgic-hit; emotional-depth; vocal-magic; harmony-rich; emotional-crescendo; bridge-element; interlude; timeless-classic; warm-analog; sing-along-potential; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Carry That Weight_(Instrumental).flac,carry that weight ( ),0.808,rock-classic; nostalgic-hit; emotional-depth; vocal-magic; harmony-rich; emotional-crescendo; bridge-element; interlude; timeless-classic; warm-analog; sing-along-potential; adds-depth
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Casin_(Vocals).flac,casin,1.000,lo-fi; nostalgic-hit; head-nodder; bridge-element; interlude; warm-analog; hip-hop-experimental; loop-gold; texture-add; lifts-mood; instrumental; retro-modern
/Volumes/T7 Shield/3000AD/alldj_stem_separated/Casin_(Instrumental).flac,casin,1.000,lo-fi; nostalgic-hit; head-nodder; bridge-element; interlude; warm-analog; hip-hop-experimental; loop-gold; texture-add; lifts-mood; instrumental; retro-modern
